sr_no,Dta,Dts,QFE,RF,Q,RH,S,SR,Sx,T
4002,104,21,1014.2,0,8004,15.4,9,459,15,33.32
4003,125,23,1014.2,0,8006,15.3,8,426,13,33.17
4004,112,26,1014.2,0,8008,15.5,9,407,16,32.85
4005,107,18,1014.2,0,8010,15.2,9,378,14,32.79
4006,107,20,1014.3,0,8012,15.8,9,337,15,32.39
4007,109,18,1014.3,0,8014,16.1,9,279,17,32.26
4008,99,16,1014.5,0,8016,16.4,10,280,16,32.17
4009,100,18,1014.6,0,8018,16.8,11,222,17,31.86
4010,94,15,1014.7,0,8020,17.1,10,196,18,31.7
4011,106,17,1014.7,0,8022,17.4,11,159,18,31.42
4012,105,17,1014.8,0,8024,17.7,10,100,16,31.19
4013,101,14,1014.9,0,8026,18.7,8,81,14,30.91
4014,102,17,1015,0,8028,19.7,9,49,12,30.52
4015,104,14,1015.1,0,8030,20.6,7,42,12,30.16
4016,107,14,1015.2,0,8032,21.2,7,28,10,29.89
4017,113,17,1015.2,0,8034,21.7,7,29,9,29.73
4018,106,14,1015.3,0,8036,22.5,8,5,13,29.29
4019,104,11,1015.4,0,8038,23.1,8,17,11,29.08
4020,112,15,1015.5,0,8040,23.6,6,23,12,28.76
4021,113,13,1015.7,0,8042,24.1,6,10,9,28.45
4022,115,13,1015.8,0,8044,24.5,6,24,11,28.22
4023,112,13,1015.9,0,8046,25.1,6,23,10,27.86
4024,115,14,1015.9,0,8048,25.5,6,26,9,27.58
4025,114,17,1016,0,8050,25.4,6,12,10,27.55
4026,114,19,1016.1,0,8052,25.4,7,21,10,27.36
4027,114,18,1016.1,0,8054,25.6,6,17,10,27.14
4028,119,15,1016.1,0,8056,26.1,6,23,9,26.84
4029,119,14,1016.1,0,8058,26.7,5,17,7,26.53
4030,119,15,1016.2,0,8060,27,6,16,7,26.31
4031,119,23,1016.3,0,8062,29.4,10,14,20,26.45
4032,104,17,1016.5,0,8064,32.2,15,29,26,25.86
4033,98,17,1016.6,0,8066,34.1,16,21,26,25.31
4034,104,17,1016.8,0,8068,35.6,16,27,29,24.71
4035,101,18,1017,0,8070,37.1,15,13,29,24.13
4036,103,19,1017.3,0,8072,38,12,15,23,23.67
4037,102,16,1017.3,0,8074,39,16,11,26,23.17
4038,101,17,1017.3,0,8076,40.1,16,26,26,22.72
4039,99,19,1017.3,0,8078,41.2,13,16,25,22.37
4040,100,17,1017.4,0,8080,41.9,14,11,25,22.06
4041,108,19,1017.4,0,8082,43.1,14,24,23,21.68
4042,110,17,1017.5,0,8084,44.1,12,16,19,21.23
4043,103,18,1017.3,0,8086,44.7,13,13,22,20.99
4044,104,19,1017.5,0,8088,45.1,13,18,20,20.78
4045,106,18,1017.6,0,8090,45.8,12,17,21,20.54
4046,105,18,1017.5,0,8092,46.3,14,11,22,20.32
4047,105,16,1017.5,0,8094,47,11,20,22,20.06
4048,99,17,1017.5,0,8096,47.7,13,18,22,19.89
4049,102,18,1017.5,0,8098,48,14,16,24,19.78
4050,100,19,1017.6,0,8100,48.7,14,16,22,19.52
4051,100,19,1017.6,0,8102,49.2,13,21,27,19.35
4052,100,18,1017.6,0,8104,49.9,14,17,22,19.15
4053,101,16,1017.5,0,8106,49.8,12,27,22,19.02
4054,104,19,1017.5,0,8108,49.7,14,18,21,18.85
4055,99,18,1017.6,0,8110,49.6,13,12,22,18.8
4056,97,24,1017.5,0,8112,50,11,13,19,18.61
4057,96,20,1017.7,0,8114,50.1,11,12,20,18.51
4058,97,18,1017.6,0,8116,50.9,11,13,19,18.25
4059,103,18,1017.6,0,8118,50.9,12,30,22,18.24
4060,96,21,1017.6,0,8120,51.3,10,22,16,18.04
4061,104,18,1017.5,0,8122,51.3,11,14,18,17.97
4062,102,20,1017.7,0,8124,51.5,11,5,21,17.86
4063,99,15,1017.5,0,8126,51.3,12,18,20,17.75
4064,100,16,1017.9,0,8128,52,10,20,18,17.49
4065,95,16,1018,0,8130,51.7,14,23,24,17.43
4066,98,16,1018,0,8132,51.2,14,13,22,17.44
4067,101,18,1018,0,8134,51.8,10,25,17,17.27
4068,91,15,1018.1,0,8136,51.9,12,27,18,17.24
4069,95,14,1018.3,0,8138,51.8,12,23,19,17.34
4070,90,17,1018.4,0,8140,52.2,11,14,19,17.32
4071,92,19,1018.5,0,8142,52.7,11,11,20,17.28
4072,93,15,1018.6,0,8144,53.4,10,12,17,17.19
4073,96,16,1018.7,0,8146,54.1,11,27,19,17.21
4074,94,16,1018.8,0,8148,54.7,11,6,20,17.08
4075,97,16,1018.8,0,8150,55.4,12,13,21,17.05
4076,95,14,1018.9,0,8152,56.2,11,31,19,17.01
4077,93,16,1018.9,0,8154,56.7,11,32,17,17
4078,93,15,1019.1,0,8156,56.8,12,50,18,17.1
4079,95,15,1019.1,0,8158,56.5,12,75,17,17.28
4080,96,15,1019.2,0,8160,56.3,11,104,16,17.43
4081,89,17,1019.2,0,8162,56.2,10,143,17,17.67
4082,90,17,1019.2,0,8164,55.7,11,198,18,18.07
4083,86,17,1019.3,0,8166,54.7,13,222,20,18.23
4084,83,17,1019.4,0,8168,53.7,13,258,20,18.61
4085,85,14,1019.4,0,8170,52.4,12,281,20,18.95
4086,87,16,1019.4,0,8172,51.4,12,322,20,19.29
4087,85,18,1019.4,0,8174,50.4,14,353,22,19.62
4088,86,17,1019.5,0,8176,49.5,14,415,22,19.91
4089,84,16,1019.5,0,8178,47.5,13,441,22,20.26
4090,84,16,1019.6,0,8180,47.6,14,476,20,20.88
4091,89,17,1019.5,0,8182,46.9,14,512,22,21.3
4092,89,16,1019.5,0,8184,45.3,14,561,20,21.57
4093,89,16,1019.6,0,8186,44.1,15,581,22,21.7
4094,86,16,1019.6,0,8188,42.9,15,619,22,22.31
4095,93,18,1019.5,0,8190,42.4,14,654,21,22.53
4096,88,18,1019.5,0,8192,40.7,14,687,25,23.17
4097,84,18,1019.4,0,8194,39.6,13,728,21,23.65
4098,82,17,1019.3,0,8196,39.1,13,763,23,23.73
4099,86,19,1019.2,0,8198,37.9,14,783,20,24.16
4100,83,19,1019.1,0,8200,36.9,14,809,21,24.72
4101,90,14,1019,0,8202,36.8,15,841,23,25.07
4102,87,16,1019,0,8204,36,14,870,20,25.31
4103,81,19,1019,0,8206,34.3,11,906,19,26.02
4104,88,16,1018.9,0,8208,34.4,14,919,22,26.05
4105,85,17,1018.8,0,8210,33.9,13,939,18,26.99
4106,92,18,1018.7,0,8212,32.8,14,960,21,26.3
4107,101,19,1018.5,0,8214,32.3,14,982,20,26.72
4108,95,19,1018.4,0,8216,30.9,13,1010,19,27.42
4109,104,19,1018.3,0,8218,30.4,12,1026,18,27.56
4110,100,17,1018.2,0,8220,29.9,13,1028,21,28.16
4111,99,17,1018,0,8222,28,11,1036,18,28.67
4112,95,17,1018,0,8224,28.5,12,1047,18,29
4113,105,25,1017.7,0,8226,26.8,12,1059,21,29.43
4114,97,20,1017.6,0,8228,26.4,13,1076,20,29.77
4115,83,20,1017.6,0,8230,25.4,14,1069,20,29.33
4116,90,19,1017.4,0,8232,24.8,11,1064,19,30.03
4117,100,19,1017.2,0,8234,23.4,13,1073,21,29.73
4118,86,27,1017.1,0,8236,22.3,13,1078,20,30.06
4119,82,21,1017,0,8238,21.1,12,1070,19,30.74
4120,76,21,1017,0,8240,19.6,12,1067,21,31.1
4121,81,19,1016.8,0,8242,19.3,11,1059,19,31.35
4122,72,18,1016.8,0,8244,19.6,12,1056,18,31.29
4123,90,23,1016.7,0,8246,18.2,9,1046,16,32.12
4124,93,17,1016.6,0,8248,18.8,12,1040,19,32.11
4125,106,22,1016.4,0,8250,17.4,10,1028,16,31.96
4126,76,29,1016.5,0,8252,16.5,11,1019,17,32.11
4127,68,21,1016.4,0,8254,17.2,11,1011,19,32.79
4128,93,20,1016.3,0,8256,16.1,11,997,18,32.81
4129,77,24,1016.1,0,8258,15.7,9,982,15,32.16
4130,86,24,1016.1,0,8260,16.6,9,965,16,33.3
4131,87,18,1016.2,0,8262,16.3,11,949,17,32.67
4132,89,24,1016,0,8264,16,10,934,21,32.75
4133,76,29,1015.9,0,8266,15,11,906,18,32.84
4134,94,21,1015.8,0,8268,15.4,10,884,16,32.72
4135,100,27,1015.6,0,8270,15.1,9,865,15,32.58
4136,78,28,1015.5,0,8272,15.5,9,830,16,32.74
4137,79,27,1015.5,0,8274,14.9,10,801,16,33.13
4138,114,31,1015.4,0,8276,15.6,9,763,17,33.35
4139,102,26,1015.2,0,8278,14.9,10,730,18,32.97
4140,113,26,1015.1,0,8280,15,10,683,18,32.78
4141,91,22,1015,0,8282,14.5,11,658,18,33.17
4142,85,23,1014.9,0,8284,14.3,10,624,18,33.06
4143,100,20,1014.9,0,8286,14.3,10,592,17,33.26
4144,93,19,1014.8,0,8288,13.9,10,544,17,32.76
4145,92,23,1014.8,0,8290,14.3,10,523,17,33.12
4146,101,24,1014.8,0,8292,14,10,489,16,32.48
4147,114,22,1014.7,0,8294,14.5,9,442,13,32.73
4148,105,24,1014.7,0,8296,14.3,11,403,18,32.02
4149,108,19,1014.8,0,8298,14.1,9,382,13,32.29
4150,92,19,1014.9,0,8300,13.5,10,348,16,32.26
4151,101,17,1014.9,0,8302,13.3,11,320,19,31.82
4152,94,18,1015,0,8304,14,10,280,17,31.84
4153,105,19,1015,0,8306,14,10,258,18,31.5
4154,93,14,1015.2,0,8308,14.3,11,194,18,31.23
4155,95,15,1015.2,0,8310,14.8,11,160,19,31.01
4156,98,18,1015.3,0,8312,15.1,9,115,15,30.68
4157,102,17,1015.5,0,8314,15.4,9,85,15,30.38
4158,96,16,1015.6,0,8316,16,10,50,17,30.09
4159,102,12,1015.7,0,8318,16.8,8,32,13,29.63
4160,96,14,1015.9,0,8320,16.5,9,28,17,29.38
4161,99,14,1016,0,8322,17,8,18,13,29.03
4162,103,12,1016.1,0,8324,17.7,7,14,9,28.55
4163,105,11,1016.1,0,8326,18.5,6,17,9,28.15
4164,104,12,1016.1,0,8328,19.2,6,10,9,27.85
4165,112,12,1016.1,0,8330,20.1,6,18,8,27.47
4166,114,16,1016.3,0,8332,20.7,5,17,7,27.05
4167,116,16,1016.4,0,8334,20.2,6,21,9,27.06
4168,110,14,1016.5,0,8336,19.7,6,23,9,27.03
4169,104,11,1016.6,0,8338,20.5,5,9,7,26.39
4170,107,9,1016.6,0,8340,20.4,5,12,10,26.13
4171,105,6,1016.6,0,8342,21.6,5,14,7,25.64
4172,106,8,1016.6,0,8344,21.6,5,24,7,25.37
4173,110,10,1016.7,0,8346,21.7,5,23,7,25.28
4174,111,13,1016.7,0,8348,21.7,5,21,7,25
4175,110,10,1016.8,0,8350,21.7,6,16,9,24.8
4176,107,12,1016.8,0,8352,21.5,6,9,8,24.76
4177,104,10,1016.9,0,8354,21.7,6,8,9,24.56
4178,101,11,1016.8,0,8356,21.4,7,23,11,24.58
4179,99,12,1016.9,0,8358,20.6,7,21,16,24.93
4180,97,14,1016.9,0,8360,20.8,7,10,11,24.75
4181,103,12,1017,0,8362,20.8,6,23,10,24.72
4182,108,14,1017.1,0,8364,21.1,7,14,11,24.52
4183,115,16,1017.2,0,8366,23.5,7,18,12,24.26
4184,110,16,1017.1,0,8368,27.8,10,19,17,24.16
4185,107,15,1017.2,0,8370,30.2,10,22,17,24.01
4186,97,15,1017.2,0,8372,32.1,12,29,18,23.98
4187,104,15,1017.3,0,8374,33.1,11,18,19,23.82
4188,101,14,1017.3,0,8376,35.4,9,14,15,23.3
4189,99,14,1017.4,0,8378,36.4,10,15,19,23.1
4190,99,15,1017.4,0,8380,37,10,15,20,22.93
4191,92,14,1017.4,0,8382,37.5,11,20,19,22.76
4192,91,15,1017.4,0,8384,38.6,9,11,18,22.4
4193,90,16,1017.3,0,8386,39.3,10,27,15,22.31
4194,92,16,1017.4,0,8388,40.3,9,5,17,22.03
4195,87,15,1017.3,0,8390,41,11,19,16,21.82
4196,89,15,1017.1,0,8392,42.1,9,22,15,21.48
4197,90,14,1017.1,0,8394,42.6,10,6,17,21.4
4198,88,15,1017.1,0,8396,43.1,9,10,15,21.22
4199,91,14,1017,0,8398,44.1,8,20,15,20.92
4200,87,13,1016.9,0,8400,44.2,9,9,12,20.86
4201,91,16,1017,0,8402,45.1,9,13,13,20.61
4202,92,13,1016.9,0,8404,45.6,10,18,15,20.54
4203,91,14,1016.9,0,8406,46.3,11,13,17,20.33
4204,95,14,1017,0,8408,47.4,10,15,16,20.11
4205,92,13,1017,0,8410,48,11,14,17,20
4206,95,14,1017,0,8412,48.9,10,13,17,19.76
4207,97,16,1017.1,0,8414,49.5,9,21,12,19.51
4208,91,13,1017.1,0,8416,50.2,8,10,13,19.41
4209,90,15,1017.1,0,8418,49.4,8,17,15,19.56
4210,93,14,1017.3,0,8420,50.5,8,6,12,19.23
4211,84,15,1017.3,0,8422,50.5,8,15,12,19.19
4212,89,13,1017.3,0,8424,50.8,8,28,13,19.04
4213,82,15,1017.4,0,8426,50.2,9,17,15,19.19
4214,85,14,1017.5,0,8428,50.2,9,18,15,19.16
4215,84,15,1017.6,0,8430,50.2,9,12,15,19.07
4216,84,13,1017.7,0,8432,49.8,10,19,18,19.14
4217,82,16,1017.7,0,8434,49.7,10,20,18,19.05
4218,81,15,1017.9,0,8436,49.3,12,11,17,19.13
4219,75,15,1018,0,8438,49.5,11,18,16,19.08
4220,79,14,1018.1,0,8440,49.3,11,24,18,19.06
4221,80,14,1018.2,0,8442,49.2,11,27,19,19.05
4222,79,15,1018.3,0,8444,49.4,10,51,16,19.06
4223,81,16,1018.4,0,8446,47.7,11,84,17,19.48
4224,83,14,1018.4,0,8448,47.1,11,103,18,19.7
4225,83,15,1018.5,0,8450,46.4,11,152,16,19.94
4226,80,14,1018.6,0,8452,45,12,203,16,20.18
4227,81,14,1018.7,0,8454,43.7,10,244,16,20.6
4228,77,16,1018.8,0,8456,42.8,11,282,18,20.99
4229,73,16,1018.8,0,8458,41.3,11,288,19,21.21
4230,69,15,1018.9,0,8460,40,12,352,19,21.49
4231,70,18,1018.8,0,8462,39,13,378,20,21.89
4232,71,16,1018.8,0,8464,37.1,13,420,19,22.28
4233,64,16,1019,0,8466,36.3,11,449,19,22.92
4234,64,16,1019.1,0,8468,34.8,12,498,20,23.09
4235,61,17,1019.2,0,8470,34.8,14,524,23,23.33
4236,57,17,1019.2,0,8472,34.1,13,555,21,23.77
4237,56,19,1019.4,0,8474,32.9,12,596,18,23.95
4238,58,20,1019.3,0,8476,33.1,11,647,18,24.42
4239,55,15,1019.2,0,8478,32,14,672,21,24.5
4240,61,18,1019.2,0,8480,31.5,12,704,19,24.91
4241,59,17,1019.1,0,8482,31.5,12,734,18,25.52
4242,60,19,1019.1,0,8484,28.7,11,772,19,26.28
4243,57,20,1019.1,0,8486,27.7,11,797,18,26.57
4244,61,20,1019,0,8488,26.8,11,833,19,26.61
4245,51,18,1019.1,0,8490,26.8,13,868,20,26.51
4246,49,23,1019,0,8492,26.1,12,879,17,26.94
4247,59,27,1019,0,8494,25.7,12,924,19,27.41
4248,67,18,1018.8,0,8496,24.2,11,942,17,27.67
4249,67,19,1018.7,0,8498,24.1,12,960,20,28.04
4250,39,17,1018.6,0,8500,23.1,12,992,21,28.38
4251,54,19,1018.6,0,8502,22.8,11,1008,16,28.96
4252,81,20,1018.5,0,8504,21,11,1015,16,28.73
4253,88,31,1018.3,0,8506,20.5,10,1047,16,29.36
4254,78,23,1018.2,0,8508,20.3,11,1045,16,29.46
4255,68,19,1018.1,0,8510,20.3,9,1052,13,29.83
4256,70,23,1018,0,8512,19.2,11,1073,18,29.87
4257,79,17,1017.9,0,8514,17.9,12,1079,17,30.02
4258,75,23,1017.7,0,8516,17.2,9,1092,16,30.33
4259,102,23,1017.5,0,8518,17.9,10,1073,18,31.23
4260,73,23,1017.4,0,8520,16.1,10,1106,17,31.43
4261,96,28,1017.2,0,8522,16.2,10,1094,16,31.43
4262,93,25,1017.1,0,8524,15.8,10,1086,17,31.55
4263,66,24,1016.9,0,8526,15.7,9,1080,19,31.71
4264,96,22,1016.7,0,8528,15.4,8,1077,15,31.81
4265,70,32,1016.6,0,8530,14.8,9,1075,17,32.13
4266,66,20,1016.5,0,8532,13,10,1068,15,31.97
4267,50,28,1016.4,0,8534,11.8,9,1070,18,32.7
4268,66,40,1016.2,0,8536,13.4,8,1069,12,32.43
4269,49,26,1016.2,0,8538,12.6,9,1061,17,32.57
4270,31,22,1016,0,8540,12,9,1044,15,32.84
4271,94,24,1016,0,8542,12.6,7,1033,11,33.31
4272,3,20,1015.4,0,8544,10.7,7,1064,11,33.89
4273,357,29,1015.3,0,8546,9.8,5,1069,8,34.53
4274,29,38,1015.1,0,8548,9.2,5,1062,9,34.48
4275,90,39,1015,0,8550,9.1,6,1077,10,34.79
4276,340,53,1014.9,0,8552,8.9,6,1077,10,34.73
4277,2,22,1014.8,0,8554,8.8,6,1079,10,34.88
4278,20,48,1014.7,0,8556,8.4,5,1072,9,35.36
4279,125,40,1014.6,0,8558,8.9,5,1076,8,35.66
4280,220,32,1014.4,0,8560,9,4,1066,8,35.68
4281,274,43,1014.3,0,8562,8.4,6,1073,12,35.66
4282,222,49,1014.2,0,8564,8.4,5,1050,9,35.33
4283,166,55,1014.2,0,8566,10.2,7,1051,16,36.31
4284,245,27,1014.2,0,8568,9.1,8,1061,12,35.31
4285,256,23,1014.1,0,8570,10.1,9,1031,16,35.44
4286,268,32,1014,0,8572,8.9,8,1039,11,35.74
4287,247,28,1014.1,0,8574,10.4,10,1022,16,35.03
4288,243,29,1013.9,0,8576,8.7,9,1002,15,34.86
4289,251,24,1013.9,0,8578,9.5,9,993,14,35.29
4290,230,31,1013.8,0,8580,9.9,8,971,14,34.41
4291,233,33,1013.8,0,8582,9.9,9,966,16,34.23
4292,244,28,1013.7,0,8584,9.8,10,957,17,33.93
4293,231,39,1013.6,0,8586,10.9,8,959,15,34.52
4294,230,35,1013.5,0,8588,11.2,9,987,17,33.95
4295,112,62,1013.5,0,8590,11.3,8,779,17,34.13
4296,231,31,1013.5,0,8592,10.3,9,959,15,34.09
4297,212,77,1013.4,0,8594,10.6,8,520,16,33.54
4298,233,33,1013.3,0,8596,12.7,9,470,17,32.37
4299,225,35,1013.4,0,8598,14.3,8,303,17,31.49
4300,3,87,1013.4,0,8600,14.4,8,470,14,31.6
4301,222,41,1013.3,0,8602,14.8,8,776,12,32.69
4302,330,107,1013.2,0,8604,13.4,7,576,16,32.84
4303,213,37,1013.2,0,8606,12.9,8,428,16,32.29
4304,115,50,1013.1,0,8608,15.2,7,470,11,31.8
4305,224,38,1013.1,0,8610,15.8,7,307,11,31.23
4306,215,35,1013,0,8612,15.2,7,305,12,31.31
4307,220,37,1012.9,0,8614,15.6,7,316,11,30.88
4308,140,99,1012.8,0,8616,14.4,7,533,11,31.48
4309,216,32,1012.9,0,8618,16,7,467,12,32.06
4310,209,27,1012.8,0,8620,14.7,6,426,10,31.96
4311,213,32,1012.9,0,8622,14.1,6,346,10,31.77
4312,204,26,1012.9,0,8624,11.6,6,312,12,31.99
4313,199,29,1012.9,0,8626,11.8,8,282,13,31.33
4314,204,25,1012.9,0,8628,13.4,7,234,12,31
4315,201,25,1013,0,8630,13.5,7,184,12,30.86
4316,147,82,1013.2,0,8632,14,7,110,12,30.39
4317,199,29,1013.2,0,8634,15.4,6,50,10,29.7
4318,201,25,1013.2,0,8636,16.4,6,54,9,29.23
4319,201,25,1013.3,0,8638,16.9,6,31,9,28.82
4320,204,29,1013.3,0,8640,17.3,6,29,9,28.39
4321,201,19,1013.4,0,8642,17.9,5,26,8,28.02
4322,196,21,1013.5,0,8644,18.2,6,14,9,27.73
4323,266,89,1013.6,0,8646,19,5,5,8,27.51
4324,195,26,1013.6,0,8648,20.2,5,26,8,27.11
4325,191,18,1013.7,0,8650,21.2,5,15,8,26.8
4326,198,17,1013.8,0,8652,22,4,14,6,26.49
4327,192,13,1013.9,0,8654,23,4,15,6,25.91
4328,183,21,1014.1,0,8656,23.6,5,16,6,25.57
4329,187,14,1014.1,0,8658,24.4,5,18,8,25.38
4330,182,24,1014,0,8660,24,6,17,9,25.71
4331,178,17,1014.1,0,8662,23.5,6,17,10,25.81
4332,170,17,1014.1,0,8664,22.8,6,19,10,25.83
4333,169,18,1014.1,0,8666,23.2,6,16,10,25.51
4334,169,16,1014.1,0,8668,23.2,5,18,7,25.23
4335,226,76,1014.1,0,8670,22.9,5,10,7,25.13
4336,170,15,1014,0,8672,23.1,5,16,7,25
4337,175,20,1014.1,0,8674,24.1,4,14,6,24.4
4338,181,11,1014,0,8676,25.5,4,21,6,23.78
4339,184,8,1013.9,0,8678,26.8,4,20,5,23.25
4340,184,5,1013.8,0,8680,27.8,4,21,5,22.83
4341,183,5,1013.6,0,8682,29.8,4,10,5,22.27
4342,183,4,1013.5,0,8684,31.4,4,21,5,21.72
4343,181,4,1013.5,0,8686,32.4,4,13,5,21.28
4344,195,12,1013.4,0,8688,33.5,2,28,3,21.03
4345,191,1,1013.3,0,8690,33.4,1,12,3,20.79
4346,191,0,1013.2,0,8692,34.1,0,11,1,20.65
4347,190,0,1013.1,0,8694,35.2,0,25,0,20.53
4348,200,14,1013.1,0,8696,37.5,0,14,0,19.97
4349,210,0,1013.1,0,8698,36.3,0,13,0,19.68
4350,210,0,1013,0,8700,35.9,0,12,0,19.78
4351,181,24,1012.8,0,8702,36.7,1,15,4,19.83
4352,180,5,1012.6,0,8704,38.8,3,18,4,19.53
4353,173,8,1012.6,0,8706,39.3,4,20,4,19.37
4354,159,6,1012.4,0,8708,41.4,2,14,4,19.3
4355,113,18,1012.4,0,8710,39.4,1,8,3,19.58
4356,114,35,1012.2,0,8712,38.2,0,23,0,19.39
4357,147,10,1012.1,0,8714,39.3,0,8,0,19.09
4358,109,10,1012,0,8716,36.4,3,19,6,20.51
4359,110,14,1011.8,0,8718,34,5,13,8,21.52
4360,99,10,1011.7,0,8720,33.2,5,23,7,21.7
4361,115,12,1011.6,0,8722,31.3,5,9,8,22.7
4362,115,14,1011.6,0,8724,31,5,12,7,22.6
4363,113,12,1011.5,0,8726,31.1,5,19,6,22.56
4364,117,9,1011.4,0,8728,31.5,4,10,6,22.24
4365,112,11,1011.4,0,8730,32,5,22,6,22
4366,115,8,1011.4,0,8732,32.4,5,14,7,21.73
4367,108,9,1011.4,0,8734,33.2,4,9,7,21.49
4368,99,7,1011.3,0,8736,33.8,5,4,6,21.17
4369,96,6,1011.4,0,8738,34.6,5,7,6,20.94
4370,84,5,1011.4,0,8740,35.4,4,14,5,20.61
4371,100,4,1011.4,0,8742,35.5,5,14,5,20.65
4372,112,5,1011.4,0,8744,35.2,4,17,5,20.78
4373,119,7,1011.4,0,8746,38.8,3,14,4,19.67
4374,121,2,1011.6,0,8748,37.8,2,19,4,19.51
4375,117,2,1011.7,0,8750,41.2,2,23,3,18.49
4376,110,6,1011.7,0,8752,41.6,2,20,5,18.88
4377,108,4,1011.8,0,8754,42.3,4,26,5,18.39
4378,107,5,1011.7,0,8756,43.5,4,21,5,18.34
4379,105,8,1011.8,0,8758,43.9,4,5,5,18.15
4380,115,2,1011.8,0,8760,45.4,2,15,4,17.72
4381,114,2,1011.9,0,8762,44.5,3,35,4,17.75
4382,107,5,1011.9,0,8764,45.6,3,30,4,17.6
4383,105,2,1012,0,8766,45,4,65,5,18.16
4384,109,4,1012.1,0,8768,42.2,4,86,4,19.11
4385,81,9,1012.3,0,8770,42.9,4,133,5,19.86
4386,79,14,1012.2,0,8772,40.8,3,166,4,20.68
4387,60,6,1012.4,0,8774,38.9,4,223,4,21.65
4388,73,6,1012.4,0,8776,36.1,4,256,5,22.91
4389,72,5,1012.5,0,8778,32.7,3,294,4,24.1
4390,69,10,1012.6,0,8780,29.7,4,322,5,25.05
4391,65,9,1012.6,0,8782,27.5,4,365,6,25.81
4392,56,10,1012.6,0,8784,24.8,5,399,7,26.86
4393,60,14,1012.5,0,8786,23,7,449,10,27.51
4394,49,14,1012.6,0,8788,20.7,8,479,11,28.11
4395,47,17,1012.6,0,8790,20,8,505,10,28.93
4396,43,17,1012.6,0,8792,17.4,8,550,14,29.21
4397,38,20,1012.5,0,8794,16.9,9,588,15,29.76
4398,40,17,1012.4,0,8796,16.7,9,630,15,29.89
4399,36,19,1012.4,0,8798,17.3,9,663,13,30.46
4400,28,19,1012.4,0,8800,17.3,9,700,15,31.08
4401,36,15,1012.2,0,8802,15.4,9,728,14,31.89
4402,28,17,1012.3,0,8804,14.1,11,755,16,31.88
4403,19,18,1012.3,0,8806,14.2,10,779,18,32.13
4404,12,18,1012.2,0,8808,14.7,9,826,16,32.44
4405,33,20,1012.1,0,8810,13.4,9,843,13,33.25
4406,30,18,1012,0,8812,12.2,10,865,15,33.4
4407,17,25,1012,0,8814,12.2,7,903,11,34.26
4408,17,22,1011.9,0,8816,12.2,8,924,12,33.96
4409,3,23,1011.9,0,8818,11,7,947,13,34.38
4410,30,20,1011.8,0,8820,9.8,11,966,17,35.19
4411,19,23,1011.8,0,8822,9.3,9,1005,16,35.54
4412,16,20,1011.7,0,8824,9.2,8,1024,12,35.47
4413,12,21,1011.7,0,8826,8.2,8,1014,15,35.82
4414,14,18,1011.6,0,8828,8.1,8,1039,15,36.09
4415,16,18,1011.5,0,8830,7.9,8,1051,15,36.34
4416,5,28,1011.3,0,8832,8.5,7,1033,12,36.95
4417,28,32,1011.1,0,8834,7.6,7,1068,12,37.67
4418,17,34,1011.1,0,8836,6.3,7,1088,12,36.98
4419,42,27,1011,0,8838,6.7,6,1122,10,37.76
4420,59,29,1010.8,0,8840,6.3,6,1076,11,37.3
4421,177,59,1010.7,0,8842,6.1,4,1135,6,37.58
4422,316,64,1010.6,0,8844,6.2,4,1171,6,38.13
4423,3,58,1010.3,0,8846,6.1,6,1073,11,38.32
4424,26,24,1010.3,0,8848,6,7,1083,14,37.92
4425,74,36,1010.2,0,8850,5.8,6,1089,10,37.87
4426,144,34,1010,0,8852,5.8,4,1074,6,38.34
4427,137,90,1009.8,0,8854,6.4,3,1058,7,39.03
4428,211,56,1009.8,0,8856,6.2,5,1062,9,38.44
4429,8,90,1009.7,0,8858,8.8,6,1050,14,38.51
4430,249,30,1009.7,0,8860,12.3,10,1033,16,36.21
4431,257,36,1009.7,0,8862,13.4,10,961,16,35.66
4432,241,29,1009.7,0,8864,15.5,9,1067,14,35.02
4433,243,27,1009.6,0,8866,12.9,10,1066,17,35.31
4434,256,28,1009.7,0,8868,12.5,9,1125,16,36.08
4435,218,100,1009.5,0,8870,12.8,9,980,15,34.94
4436,257,27,1009.4,0,8872,12.6,11,913,19,34.93
4437,260,27,1009.3,0,8874,11.6,11,944,19,35.7
4438,254,26,1009.2,0,8876,11,12,950,19,35.07
4439,257,37,1009.2,0,8878,12,12,883,19,35.18
4440,261,25,1009,0,8880,13.1,14,877,21,34.78
4441,260,27,1009,0,8882,13.8,11,490,20,34.26
4442,250,28,1008.9,0,8884,14.6,11,684,17,33.99
4443,253,24,1008.9,0,8886,14.8,11,542,18,34.16
4444,249,28,1008.9,0,8888,16.2,10,425,19,33.9
4445,250,23,1008.9,0,8890,19,11,517,20,32.57
4446,250,27,1008.8,0,8892,18.4,11,506,19,32.69
4447,246,29,1008.8,0,8894,19,10,513,19,31.65
4448,240,30,1008.9,0,8896,20,8,511,15,32.31
4449,229,30,1008.8,0,8898,19.3,8,375,14,31.86
4450,225,35,1008.8,0,8900,20.7,7,293,15,31.49
4451,230,35,1008.7,0,8902,22.7,6,283,10,31.05
4452,235,28,1008.7,0,8904,21.4,7,300,11,30.82
4453,234,31,1008.8,0,8906,21.1,8,341,12,30.84
4454,223,25,1008.9,0,8908,22.9,5,270,9,30.48
4455,270,59,1008.9,0,8910,24.5,6,220,10,29.91
